,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
28,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest,4.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,7.0,28,28
29,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go down,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,8.5,29,29
30,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,10.0,30,30
31,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,11.5,31,31
32,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,forest,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,13.0,32,32
33,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are empty-handed) new area score ---forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,17.5,33,33
34,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,get nest,taken,0.0, - moved around - ,17.5,34,34
35,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go west,forest path,-0.5, - moved around - ,17.0,35,35
36,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,go east,forest,-0.5, - moved around - ,16.5,36,36
37,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,0.0, - moved around - ,16.5,37,37
38,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest,0.0, - moved around - ,16.5,38,38
39,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,0.0, - moved around - ,16.5,39,39
40,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest,2.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ) - moved around - ,19.0,40,40
41,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,pour nest,dropped ,2.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg  --- you are empty-handed ) - moved around - ,21.5,41,41
42,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,21.0,42,42
43,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,20.5,43,43
44,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,20.0,44,44
45,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing you are in a small clearing in a well marked forest path that extends to the east and west,1.5, new area score ---clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed - moved around - ,21.5,45,45
46,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go north,forest there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,21.0,46,46
47,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,unlock gold with nest,taken you can't see any gold here,0.0, - moved around - ,21.0,47,47
48,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,0.0, - moved around - ,21.0,48,48
49,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest,0.0, - moved around - ,21.0,49,49
50,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave nest,dropped,0.0, - moved around - ,21.0,50,50
51,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,spray trees on nest,how singularly useless,-1.0,,20.0,51,51
52,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,unlock gold with nest,taken you can't see any gold here,0.0, - moved around - ,20.0,52,52
53,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,pour nest in egg,dropped,0.0, - moved around - ,20.0,53,53
54,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,unlock bird with nest,taken you can't see any songbird here,0.0, - moved around - ,20.0,54,54
55,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,pour nest in egg,dropped,2.5, inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg  --- you are empty-handed) - moved around - ,22.5,55,55
56,forest this is a dimly lit forest with large trees all around there is a bird's nest here in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest,0.0, - moved around - ,22.5,56,56
57,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go west,forest path,-0.5, - moved around - ,22.0,57,57
58,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,21.5,58,58
59,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,forest,-0.5, - moved around - ,21.0,59,59
60,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go west,forest path,-0.5, - moved around - ,20.5,60,60
61,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go south,north of house,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,22.0,61,61
62,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go southeast,behind house,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,23.5,62,62
63,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,carry path to nest,that sentence isn't one i recognize,-1.0,,22.5,63,63
64,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,carry window from bird,you can't see any bird here,-1.0,,21.5,64,64
65,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,break window,what do you want to break the window with,-1.0,,20.5,65,65
66,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,read window with path,how does one look through a way,-1.0,,19.5,66,66
67,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,hide forest under window,you don't have that,-1.0,,18.5,67,67
68,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go southwest,south of house,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,20.0,68,68
69,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go northeast,behind house,-0.5, - moved around - ,19.5,69,69
70,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,give bird to path,you don't have that,-1.0,,18.5,70,70
71,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,wear path,you can't wear the way,-1.0,,17.5,71,71
72,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,fix window with nest,this has no effect,-1.0,,16.5,72,72
73,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go south,south of house,-0.5, - moved around - ,16.0,73,73
74,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,pull house,you can't move the white house,-1.0,,15.0,74,74
75,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,move bird,you can't see any bird here,-1.0,,14.0,75,75
76,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,behind house,-0.5, - moved around - ,13.5,76,76
77,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,get egg,taken,9.5, game score: 5  inventory score (you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg --- you are carrying a jewel-encrusted egg a bird's nest) new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest - moved around - ,23.0,77,77
78,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,open path,you must tell me how to do that to a way,-1.0,,22.0,78,78
79,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,get bird,you can't see any bird here,-1.0,,21.0,79,79
80,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,dig window with forest,you don't have that,-1.0,,20.0,80,80
81,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,feel nest,fiddling with the bird's nest has no effect,-1.0,,19.0,81,81
82,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,read path,how does one read a way,-1.0,,18.0,82,82
83,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,read bird with path,you can't see any bird here,-1.0,,17.0,83,83
84,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a jewel-encrusted egg a bird's nest,you are carrying a jewel-encrusted egg a bird's nest,leave nest,dropped,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg - moved around - ,18.5,84,84
85,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pick bird with window,you can't see any bird here,-1.0,,17.5,85,85
86,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pick window,you can't pick that,-1.0,,16.5,86,86
87,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pull window,you can't move the kitchen window,-1.0,,15.5,87,87
88,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pour path in nest,you're not carrying the way,-1.0,,14.5,88,88
89,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,pick bird,you can't see any bird here,-1.0,,13.5,89,89
90,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,carry nest from path,the bird's nest isn't in the way,-1.0,,12.5,90,90
91,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,get path,you must specify a direction to go,-1.0,,11.5,91,91
92,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read path with window,how does one look through a kitchen window,-1.0,,10.5,92,92
93,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,leave nest,you're not carrying the bird's nest,-1.0,,9.5,93,93
94,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,kick nest,kicking the bird's nest isn't notably helpful,-1.0,,8.5,94,94
95,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,fill nest,there is nothing to fill it with,-1.0,,7.5,95,95
96,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,read window,how does one read a kitchen window,-1.0,,6.5,96,96
97,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,find window,it's right here,-1.0,,5.5,97,97
98,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,unlock path with bird,you can't see any bird here,-1.0,,4.5,98,98
99,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar there is a bird's nest here you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,break path,what do you want to break the path with,-1.0,,3.5,99,99
