,0,1,2,3,4
201,consult,noun,on,topic,
202,read,topic,in,noun,
203,tell,creature,about,topic,
204,ask,creature,about,topic,
205,ask,creature,for,noun,
206,attach,noun,to,noun,
207,tell,creature,about,topic,
208,ask,creature,about,topic,
209,consult,noun,about,topic,
210,consult,noun,on,topic,
211,read,topic,in,noun,
212,ask,creature,for,noun,
213,tell,creature,about,topic,
214,ask,creature,for,noun,
215,ask,creature,about,topic,
216,ask,creature,about,topic,
217,adjust,noun,to,topic,
218,tell,creature,about,topic,
219,ask,creature,for,noun,
220,ask,creature,about,topic,
221,ask,creature,for,noun,
222,consult,noun,on,topic,
223,read,topic,in,noun,
224,tell,creature,about,topic,
225,ask,creature,about,topic,
226,consult,noun,on,topic,
227,read,topic,in,noun,
228,tell,creature,about,topic,
229,ask,creature,to,topic,
230,ask,creature,for,noun,
231,detonate,light,on,strike,
232,attach,noun,to,noun,
233,put,noun,under,noun,
234,consult,noun,on,topic,
235,read,topic,in,noun,
236,tell,creature,about,topic,
237,ask,creature,about,topic,
238,ask,creature,for,noun,
239,make,hole,in,noun,
240,fill,noun,with,noun,REVERSE
241,dig,hole,in,noun,
242,tell,creature,about,topic,
243,ask,creature,about,topic,
244,consult,noun,about,topic,
245,consult,noun,on,topic,
246,read,topic,in,noun,
247,ask,creature,for,noun,
248,beg,noun,for,noun,
249,put,noun,under,noun,
250,consult,noun,on,topic,
251,read,topic,in,noun,
252,tell,creature,about,topic,
253,ask,creature,about,topic,
254,ask,creature,for,noun,
255,attach,noun,to,noun,
256,tell,creature,about,topic,
257,ask,creature,about,topic,
258,consult,noun,about,topic,
259,consult,noun,on,topic,
260,read,topic,in,noun,
261,ask,creature,for,noun,
262,consult,noun,on,topic,
263,read,topic,in,noun,
264,tell,creature,about,topic,
265,ask,creature,about,topic,
266,ask,creature,for,noun,
267,have,sex,with,ATTRIBUTE0,
268,attach,noun,to,noun,
269,tell,creature,about,topic,
270,ask,creature,about,topic,
271,consult,noun,about,topic,
272,consult,noun,on,topic,
273,read,topic,in,noun,
274,ask,creature,for,noun,
275,have,sex,with,ATTRIBUTE0,
276,consult,noun,on,topic,
277,read,topic,in,noun,
278,tell,creature,about,topic,
279,ask,creature,about,topic,
280,ask,creature,for,noun,
281,tell,creature,about,topic,
282,ask,creature,about,topic,
283,consult,noun,about,topic,
284,consult,noun,on,topic,
285,read,topic,in,noun,
286,ask,creature,for,noun,
287,tell,CREATURE,about,TEXT,
288,ask,CREATURE,about,TEXT,
289,tell,CREATURE,about,TEXT,
290,ask,CREATURE,about,TEXT,
291,tell,CREATURE,about,TEXT,
292,ask,CREATURE,about,TEXT,
293,consult,noun,on,topic,
294,read,topic,in,noun,
295,tell,creature,about,topic,
296,ask,creature,about,topic,
297,ask,creature,for,noun,
298,attach,noun,into,noun,
299,set,course,for,scope,
300,attach,noun,to,noun,
301,attach,noun,into,noun,
302,tell,creature,about,topic,
303,ask,creature,about,topic,
304,consult,noun,about,topic,
305,consult,noun,on,topic,
306,read,topic,in,noun,
307,ask,creature,for,noun,
308,consult,noun,on,topic,
309,read,topic,in,noun,
310,tell,creature,about,topic,
311,ask,creature,about,topic,
312,ask,creature,for,noun,
313,attach,noun,to,noun,
314,tell,creature,about,topic,
315,ask,creature,about,topic,
316,consult,noun,about,topic,
317,consult,noun,on,topic,
318,read,topic,in,noun,
319,ask,creature,for,noun,
320,cast,ATTRIBUTE33,at,noun,
321,carry,everythin,from,noun,
322,carry,everythin,off,noun,
323,remove,everythin,from,noun,
324,lay,multiheld,behind,noun,
325,consult,noun,about,noun,
326,consult,noun,on,topic,
327,read,noun,with,noun,
328,read,topic,in,noun,
329,adjust,noun,to,number,
330,tell,creature,about,topic,
331,ask,creature,about,topic,
332,ask,creature,for,topic,
333,pour,noun,on,noun,
334,pour,noun,onto,noun,
335,pour,noun,into,noun,
336,attach,noun,to,noun,
337,fill,noun,with,noun,
338,adjust,noun,to,number,
339,flip,noun,to,number,
340,tell,creature,about,topic,
341,ask,creature,about,topic,
342,consult,noun,about,noun,
343,consult,noun,about,topic,
344,consult,noun,on,topic,
345,read,topic,in,noun,
346,ask,creature,for,topic,
347,lay,multiheld,behind,noun,
348,pour,noun,on,noun,
349,carry,everythin,from,noun,
350,carry,everythin,off,noun,
351,remove,ATTRIBUTE4,from,noun,
352,consult,noun,on,topic,
353,read,topic,in,noun,
354,tell,creature,about,topic,
355,ask,creature,about,topic,
356,ask,creature,for,noun,
357,unscrew,ATTRIBUTE4,from,noun,
358,detach,ATTRIBUTE4,from,noun,
359,ask,creature,about,topic,
360,consult,noun,about,topic,
361,consult,noun,on,topic,
362,read,topic,in,noun,
363,ask,creature,for,noun,
364,remove,ATTRIBUTE4,from,noun,
365,unscrew,ATTRIBUTE4,from,noun,
366,detach,ATTRIBUTE4,from,noun,
367,consult,noun,on,topic,
368,read,topic,in,noun,
369,tell,creature,about,topic,
370,ask,creature,about,topic,
371,ask,creature,for,noun,
372,attach,noun,to,noun,
373,tell,creature,about,topic,
374,ask,creature,about,topic,
375,consult,noun,about,topic,
376,consult,noun,on,topic,
377,read,topic,in,noun,
378,ask,creature,for,noun,
379,tell,CREATURE,about,TEXT,
380,ask,CREATURE,about,TEXT,
381,ask,CREATURE,about,TEXT,
382,tell,CREATURE,about,TEXT,
383,tell,CREATURE,about,TEXT,
384,ask,CREATURE,about,TEXT,
385,ask,creature,about,scope,
386,ask,creature,about,topic,
387,ask,creature,for,noun,
388,consult,noun,about,scope,
389,consult,noun,on,topic,
390,read,topic,in,noun,
391,tell,creature,about,scope,
392,tell,creature,about,topic,
393,ask,creature,about,scope,
394,ask,creature,about,topic,
395,consult,noun,about,topic,
396,consult,noun,on,topic,
397,read,topic,in,noun,
398,tell,creature,about,topic,
399,ask,creature,to,topic,
400,ask,creature,for,noun,
401,consult,noun,on,topic,
402,read,topic,in,noun,
403,tell,creature,about,topic,
404,ask,creature,about,topic,
405,ask,creature,for,noun,
406,attach,noun,with,noun,
407,dig,hole,with,noun,
408,stick,noun,on,noun,
409,dig,hole,with,noun,
410,attach,noun,to,noun,
411,attach,noun,with,noun,
412,tell,creature,about,topic,
413,ask,creature,about,topic,
414,consult,noun,about,topic,
415,consult,noun,on,topic,
416,read,topic,in,noun,
417,ask,creature,for,noun,
418,ask,creature,about,topic,
419,ask,creature,for,noun,
420,consult,noun,on,topic,
421,read,topic,in,noun,
422,tell,creature,about,topic,
423,ask,creature,to,topic,
424,ask,creature,about,topic,
425,tell,creature,about,topic,
426,ask,creature,for,noun,
427,consult,noun,on,topic,
428,read,topic,in,noun,
429,consult,noun,on,topic,
430,read,topic,in,noun,
431,tell,creature,about,topic,
432,ask,creature,about,topic,
433,ask,creature,for,noun,
434,ask,creature,for,blow,
435,ask,creature,for,blow,
436,ask,creature,for,suck,
437,ask,creature,for,suck,
438,ask,creature,for,suck,
439,ask,creature,for,hum,
440,ask,creature,for,oral,sex
441,ask,creature,for,blowjob,
442,ask,creature,for,suckoff,
443,ask,creature,for,fellatio,
444,buy,noun,from,creature,
445,attach,noun,to,noun,
446,tell,creature,about,topic,
447,ask,creature,about,topic,
448,consult,noun,about,topic,
449,consult,noun,on,topic,
450,read,topic,in,noun,
451,ask,creature,for,noun,
452,ask,creature,for,blow,
453,ask,creature,for,blow,
454,ask,creature,for,suck,
455,ask,creature,for,suck,
456,ask,creature,for,suck,
457,ask,creature,for,hum,
458,ask,creature,for,oral,sex
459,ask,creature,for,blowjob,
460,ask,creature,for,suckoff,
461,ask,creature,for,suckjob,
462,ask,creature,for,fellatio,
463,ask,creature,for,oral,pleasure
464,ask,creature,for,special,favor
465,consult,noun,on,topic,
466,read,topic,in,noun,
467,tell,creature,about,topic,
468,ask,creature,about,topic,
469,ask,creature,for,noun,
470,tell,creature,about,topic,
471,ask,creature,about,topic,
472,consult,noun,about,topic,
473,consult,noun,on,topic,
474,read,topic,in,noun,
475,ask,creature,for,noun,
476,ask,creature,about,topic,
477,ask,creature,for,noun,
478,consult,noun,on,topic,
479,check,bottom,of,noun,
480,carry,noun,from,noun,
481,tell,creature,about,topic,
482,rotate,noun,to,number,
483,ask,creature,about,topic,
484,consult,noun,on,topic,
485,check,bottom,of,noun,
486,rotate,noun,to,number,
487,rotate,noun,right,to,number
488,tell,creature,about,topic,
489,ask,creature,to,topic,
490,ask,creature,for,noun,
491,ask,creature,for,ride,
492,ask,creature,for,help,
493,consult,noun,about,scope,
494,consult,noun,on,scope,
495,consult,noun,on,topic,
496,read,topic,in,noun,
497,tell,creature,about,topic,
498,ask,creature,about,scope,
499,ask,creature,about,topic,
500,ask,creature,for,noun,
501,fill,noun,with,noun,
502,detach,noun,from,noun,
503,inflate,noun,with,noun,
504,unscrew,noun,with,noun,
505,hang,noun,on,noun,
506,plug,noun,in,noun,
507,plug,noun,into,noun,
508,attach,noun,to,noun,
509,fill,noun,with,noun,
510,rotate,noun,to,noun,
511,tell,creature,about,scope,
512,tell,creature,about,topic,
513,ask,creature,about,scope,
514,ask,creature,about,topic,
515,consult,noun,about,topic,
516,consult,noun,on,topic,
517,read,topic,in,noun,
518,ask,creature,for,noun,
519,detach,noun,from,noun,
520,consult,noun,on,scope,
521,consult,noun,on,topic,
522,read,topic,in,noun,
523,tell,creature,about,topic,
524,ask,creature,about,topic,
525,ask,creature,for,noun,
526,attach,noun,to,noun,
527,tell,creature,about,topic,
528,ask,creature,about,topic,
529,consult,noun,about,topic,
530,consult,noun,on,topic,
531,read,topic,in,noun,
532,ask,creature,for,noun,
533,ask,creature,about,topic,
534,ask,creature,for,noun,
535,consult,noun,on,topic,
536,read,topic,in,noun,
537,tell,creature,about,topic,
538,ask,creature,about,topic,
539,consult,noun,on,topic,
540,read,topic,in,noun,
541,tell,creature,about,topic,
542,rotate,noun,with,noun,
543,ask,creature,to,topic,
544,ask,creature,for,noun,
545,ask,CREATURE,about,TEXT,
546,tell,CREATURE,about,TEXT,
547,ask,CREATURE,about,TEXT,
548,tell,CREATURE,about,TEXT,
549,ask,CREATURE,about,TEXT,
550,tell,creature,about,topic,
551,ask,creature,for,noun,
552,ask,creature,about,topic,
553,ask,creature,about,topic,
554,adjust,noun,to,topic,
555,tell,creature,about,topic,
556,ask,creature,for,noun,
557,tell,CREATURE,about,TEXT,
558,ask,CREATURE,about,TEXT,
559,ask,CREATURE,about,TEXT,
560,tell,CREATURE,about,TEXT,
561,tell,CREATURE,about,TEXT,
562,ask,CREATURE,about,TEXT,
563,tell,CREATURE,about,TEXT,
564,ask,CREATURE,about,TEXT,
565,ask,CREATURE,about,TEXT,
566,tell,CREATURE,about,TEXT,
567,tell,CREATURE,about,TEXT,
568,ask,CREATURE,about,TEXT,
569,ask,creature,about,scope,
570,ask,creature,about,noun,
571,ask,creature,for,noun,
572,consult,noun,on,topic,
573,drag,noun,with,noun,
574,drag,noun,through,noun,
575,tell,creature,about,scope,
576,tell,creature,about,topic,
577,ask,creature,about,scope,
578,ask,creature,about,noun,
579,consult,noun,about,topic,
580,consult,noun,on,topic,
581,drag,noun,with,noun,
582,adjust,multiheld,on,noun,
583,tell,creature,about,scope,
584,tell,creature,about,topic,
585,ask,creature,to,topic,
586,ask,creature,for,noun,
587,drag,noun,through,noun,
588,consult,noun,on,topic,
589,read,topic,in,noun,
590,tell,creature,about,topic,
591,ask,creature,about,topic,
592,ask,creature,for,noun,
593,fill,noun,with,noun,
594,tell,creature,about,topic,
595,answer,topic,into,noun,
596,ask,creature,about,topic,
597,consult,noun,about,topic,
598,consult,noun,on,topic,
599,read,topic,in,noun,
600,ask,creature,for,noun,
601,consult,noun,on,topic,
602,read,topic,in,noun,
603,tell,creature,about,topic,
604,ask,creature,about,topic,
605,ask,creature,for,noun,
606,attach,noun,to,noun,
607,tell,creature,about,topic,
608,ask,creature,about,topic,
609,consult,noun,about,topic,
610,consult,noun,on,topic,
611,read,topic,in,noun,
612,ask,creature,for,noun,
613,consult,noun,on,topic,
614,tell,creature,about,topic,
615,ask,creature,about,topic,
616,ask,creature,for,noun,
617,use,noun,on,noun,
618,use,noun,with,noun,
619,attach,noun,to,noun,
620,tell,creature,about,topic,
621,ask,creature,about,topic,
622,consult,noun,about,topic,
623,consult,noun,on,topic,
624,ask,creature,for,noun,
625,use,noun,on,noun,
626,tell,creature,about,topic,
627,ask,creature,for,noun,
628,ask,leprechau,about,scope,
629,ask,creature,about,topic,
630,ask,creature,about,topic,
631,adjust,noun,to,topic,
632,tell,creature,about,topic,
633,ask,creature,for,noun,
634,carry,noun,with,noun,
635,ask,leprechau,about,scope,
636,tell,creature,about,topic,
637,ask,creature,for,noun,
638,ask,creature,about,topic,
639,adjust,noun,to,topic,
640,tell,creature,about,topic,
641,ask,creature,about,topic,
642,ask,creature,for,noun,
643,tell,creature,about,topic,
644,ask,creature,for,noun,
645,ask,creature,about,topic,
646,ask,creature,about,topic,
647,adjust,noun,to,topic,
648,tell,creature,about,topic,
649,ask,creature,for,noun,
650,ask,creature,about,topic,
651,ask,creature,for,noun,
652,consult,noun,on,topic,
653,read,topic,in,noun,
654,carry,noun,with,rod,
655,tell,creature,about,topic,
656,ask,creature,about,topic,
657,consult,noun,on,topic,
658,read,topic,in,noun,
659,tell,creature,about,topic,
660,ask,creature,to,topic,
661,ask,creature,for,noun,
662,feed,ducks,with,breadcrum,
663,feed,ducks,with,crumbs,
664,consult,noun,on,topic,
665,read,topic,in,noun,
666,tell,creature,about,topic,
667,ask,creature,about,topic,
668,ask,creature,for,noun,
669,attach,noun,to,noun,
670,tell,creature,about,topic,
671,ask,creature,about,topic,
672,consult,noun,about,topic,
673,consult,noun,on,topic,
674,read,topic,in,noun,
675,ask,creature,for,noun,
676,ask,creature,about,topic,
677,ask,creature,for,noun,
678,consult,noun,on,topic,
679,read,topic,in,noun,
680,tell,creature,about,topic,
681,rub,noun,on,noun,
682,ask,creature,about,topic,
683,consult,noun,on,topic,
684,read,topic,in,noun,
685,tell,creature,about,topic,
686,ask,creature,to,topic,
687,ask,creature,for,noun,
688,tell,creature,about,topic,
689,ask,creature,for,noun,
690,ask,creature,about,topic,
691,throw,noun,at,noun,
692,ask,creature,about,topic,
693,adjust,noun,to,topic,
694,tell,creature,about,topic,
695,throw,noun,at,noun,
696,ask,creature,for,noun,
697,consult,noun,on,topic,
698,read,topic,in,noun,
699,tell,creature,about,topic,
700,ask,creature,about,topic,
701,ask,creature,for,noun,
702,attach,noun,to,noun,
703,tell,creature,about,topic,
704,ask,creature,about,topic,
705,consult,noun,about,topic,
706,consult,noun,on,topic,
707,read,topic,in,noun,
708,ask,creature,for,noun,
709,consult,noun,on,topic,
710,read,topic,in,noun,
711,tell,creature,about,topic,
712,ask,creature,about,topic,
713,ask,creature,for,noun,
714,tell,creature,about,topic,
715,ask,creature,about,topic,
716,consult,noun,about,topic,
717,consult,noun,on,topic,
718,read,topic,in,noun,
719,ask,creature,for,noun,
720,ask,creature,about,topic,
721,ask,creature,for,noun,
722,consult,noun,on,topic,
723,read,topic,in,noun,
724,tell,creature,about,topic,
725,ask,creature,about,topic,
726,consult,noun,about,topic,
727,consult,noun,on,topic,
728,read,topic,in,noun,
729,tell,creature,about,topic,
730,ask,creature,to,topic,
731,ask,creature,for,noun,
732,ask,creature,about,topic,
733,ask,creature,for,noun,
734,consult,noun,on,topic,
735,read,topic,in,noun,
736,tell,creature,about,topic,
737,ask,creature,about,topic,
738,consult,noun,on,topic,
739,read,topic,in,noun,
740,tell,creature,about,topic,
741,ask,creature,to,topic,
742,ask,creature,for,noun,
743,ask,CREATURE,about,TEXT,
744,tell,CREATURE,about,TEXT,
745,ask,CREATURE,about,TEXT,
746,tell,CREATURE,about,TEXT,
747,ask,CREATURE,about,TEXT,
748,consult,noun,on,topic,
749,read,topic,in,noun,
750,tell,creature,about,topic,
751,tell,creature,about,topic,
752,consult,noun,about,topic,
753,consult,noun,on,topic,
754,read,topic,in,noun,
755,ask,creature,about,topic,
756,ask,creature,for,noun,
757,consult,noun,on,topic,
758,read,topic,in,noun,
759,tell,creature,about,topic,
760,ask,creature,about,topic,
761,consult,noun,about,topic,
762,consult,noun,on,topic,
763,read,topic,in,noun,
764,tell,creature,about,topic,
765,ask,creature,to,topic,
766,ask,creature,for,noun,
767,consult,noun,on,topic,
768,read,topic,in,noun,
769,tell,creature,about,topic,
770,ask,creature,about,topic,
771,ask,creature,for,noun,
772,attach,noun,to,noun,
773,tell,creature,about,topic,
774,ask,creature,about,topic,
775,consult,noun,about,topic,
776,consult,noun,on,topic,
777,read,topic,in,noun,
778,ask,creature,for,noun,
779,pour,noun,on,noun,
780,consult,noun,on,topic,
781,read,topic,in,noun,
782,tell,creature,about,topic,
783,ask,creature,about,topic,
784,ask,creature,for,noun,
785,buy,mug,of,beer,
786,buy,glass,of,beer,
787,take,noun,from,ATTRIBUTE2,
788,attach,noun,to,noun,
789,tell,creature,about,topic,
790,ask,creature,about,topic,
791,consult,noun,about,topic,
792,consult,noun,on,topic,
793,read,topic,in,noun,
794,ask,creature,for,noun,
795,order,glass,of,beer,
796,buy,mug,of,beer,
797,buy,glass,of,beer,
798,consult,noun,on,topic,
799,read,topic,in,noun,
800,tell,creature,about,topic,
801,ask,creature,about,topic,
802,ask,creature,for,noun,
803,attach,noun,to,noun,
804,tell,creature,about,topic,
805,ask,creature,about,topic,
806,consult,noun,about,topic,
807,consult,noun,on,topic,
808,read,topic,in,noun,
809,ask,creature,for,noun,
810,tell,CREATURE,about,TEXT,
811,ask,CREATURE,about,TEXT,
812,tell,CREATURE,about,TEXT,
813,ask,CREATURE,about,TEXT,
814,tell,CREATURE,about,TEXT,
815,ask,CREATURE,about,TEXT,
816,tell,creature,about,topic,
817,ask,creature,for,noun,
818,ask,creature,about,topic,
819,ask,creature,about,topic,
820,ask,creature,for,noun,
821,tell,creature,about,topic,
822,tell,creature,about,topic,
823,ask,creature,for,noun,
824,ask,creature,about,topic,
825,adjust,noun,to,parse,
826,ask,creature,about,topic,
827,tell,creature,about,topic,
828,ask,creature,for,noun,
829,adjust,noun,to,parse,
830,tell,creature,about,topic,
831,ask,creature,for,noun,
832,ask,creature,about,topic,
833,ask,creature,about,topic,
834,adjust,noun,to,topic,
835,tell,creature,about,topic,
836,ask,creature,for,noun,
837,consult,noun,on,topic,
838,read,topic,in,noun,
839,tell,creature,about,topic,
840,ask,creature,about,topic,
841,ask,creature,for,noun,
842,attach,noun,to,noun,
843,tell,creature,about,topic,
844,ask,creature,about,topic,
845,consult,noun,about,topic,
846,consult,noun,on,topic,
847,read,topic,in,noun,
848,ask,creature,for,noun,
849,ask,creature,about,topic,
850,ask,creature,for,noun,
851,consult,noun,on,topic,
852,read,topic,in,noun,
853,tell,creature,about,topic,
854,ask,creature,about,topic,
855,consult,noun,on,topic,
856,read,topic,in,noun,
857,tell,creature,about,topic,
858,ask,creature,to,topic,
859,ask,creature,for,noun,
860,consult,noun,on,topic,
861,read,topic,in,noun,
862,tell,creature,about,topic,
863,ask,creature,about,topic,
864,ask,creature,for,noun,
865,find,topic,in,ATTRIBUTE31,
866,attach,noun,to,noun,
867,ask,creature,about,topic,
868,consult,noun,about,topic,
869,consult,noun,on,topic,
870,read,topic,in,noun,
871,tell,creature,about,topic,
872,ask,creature,for,noun,
873,ask,creature,about,topic,
874,ask,creature,about,topic,
875,adjust,noun,to,topic,
876,tell,creature,about,topic,
877,ask,creature,for,noun,
878,ask,creature,about,topic,
879,ask,creature,for,noun,
880,consult,noun,on,topic,
881,read,topic,in,noun,
882,tell,creature,about,topic,
883,ask,creature,about,topic,
884,consult,noun,on,topic,
885,read,topic,in,noun,
886,cure,noun,with,noun,
887,tell,creature,about,topic,
888,ask,creature,to,topic,
889,ask,creature,for,noun,
890,consult,noun,on,topic,
891,read,topic,in,noun,
892,tell,creature,about,topic,
893,ask,creature,about,topic,
894,ask,creature,for,noun,
895,attach,noun,to,noun,
896,tell,creature,about,topic,
897,ask,creature,about,topic,
898,consult,noun,about,topic,
899,consult,noun,on,topic,
900,read,topic,in,noun,
901,ask,creature,for,noun,
902,tell,CREATURE,about,TEXT,
903,ask,CREATURE,about,TEXT,
904,tell,CREATURE,about,TEXT,
905,ask,CREATURE,about,TEXT,
906,tell,CREATURE,about,TEXT,
907,ask,CREATURE,about,TEXT,
908,pick,noun,with,noun,
909,check,noun,for,topic,
910,read,topic,in,ATTRIBUTE36,
911,drag,noun,through,noun,
912,tell,creature,about,noun,
913,tell,creature,about,scope,
914,tell,creature,about,topic,
915,ask,creature,about,noun,
916,ask,creature,about,scope,
917,ask,creature,about,topic,
918,ask,creature,for,topic,
919,find,topic,in,ATTRIBUTE36,
920,find,topic,in,noun,
921,shake,hands,with,creature,
922,fill,ATTRIBUTE4,with,ATTRIBUTE37,
923,pick,noun,with,noun,
924,tell,creature,about,noun,
925,tell,creature,about,scope,
926,tell,creature,about,topic,
927,ask,creature,about,noun,
928,ask,creature,about,scope,
929,ask,creature,about,topic,
930,read,topic,in,ATTRIBUTE36,
931,read,topic,in,noun,REVERSE
932,find,topic,in,ATTRIBUTE36,
933,find,topic,in,noun,
934,ask,creature,for,topic,
935,drag,noun,through,noun,
936,accuse,creature,of,topic,
937,shake,hands,with,creature,
938,pick,noun,with,noun,
939,consult,noun,on,topic,
940,read,topic,in,noun,
941,tell,creature,about,topic,
942,ask,creature,about,topic,
943,ask,creature,for,noun,
944,buy,noun,with,noun,
945,swipe,noun,on,noun,
946,swipe,noun,in,noun,
947,attach,noun,to,noun,
948,discard,noun,at,noun,
949,tell,creature,about,topic,
950,ask,creature,about,topic,
951,consult,noun,about,topic,
952,consult,noun,on,topic,
953,read,topic,in,noun,
954,pick,noun,with,noun,
955,put,multiexcept,under,noun,
956,consult,noun,on,topic,
957,read,topic,in,noun,
958,ask,creature,about,topic,
959,ask,creature,for,noun,
960,put,multiexcept,under,noun,
961,attach,noun,to,noun,
962,attach,noun,with,noun,
963,ask,creature,about,topic,
964,consult,noun,about,topic,
965,consult,noun,on,topic,
966,read,topic,in,noun,
967,ask,creature,for,noun,
968,consult,noun,on,topic,
969,read,topic,in,noun,
