,0,1,2,3,4
138,adjust,parse,,,
139,drag,parse,,,
140,turn,twist,,,
141,rotate,parse,,,
142,unlock,parse,,,
143,break,crack,,,
144,hit,kill,,,
145,wait,synonyms,,,
146,say,shout,,,
147,tell,parse,,,
148,ask,parse,,,
149,eat,noun,,,
150,eat,parse,,,
151,sing,parse,,,
152,buy,parse,,,
153,swing,parse,,,
154,blow,parse,,,
155,pray,parse,,,
156,think,parse,,,
157,hear,synonyms,,,
158,hear,parse,,,
159,feel,synonyms,,,
160,attach,parse,,,
161,burn,synonyms,,,
162,burn,parse,,,
163,fill,parse,,,
164,cut,prune,slice,,
165,dig,parse,,,
166,rip,ruin,,,
167,carry,noun,,,
168,remove,noun,,,
169,restore,parse,,,
170,verify,parse,,,
171,save,parse,,,
172,notify,parse,,,
173,pick,parse,,,
174,stand,parse,,,
175,put,parse,,,
176,insert,parse,,,
177,feed,parse,,,
178,go,parse,,,
179,leave,parse,,,
180,consult,parse,,,
181,cross,parse,,,
182,lie,parse,,,
183,check,parse,,,
184,read,parse,,,
185,bother,parse,,,
186,wave,parse,,,
187,adjust,parse,,,
188,drag,parse,,,
189,rotate,parse,,,
190,switch,parse,,,
191,lock,parse,,,
192,unlock,parse,,,
193,tell,parse,,,
194,ask,parse,,,
195,nap,parse,,,
196,sing,parse,,,
197,buy,parse,,,
198,squash,parse,,,
199,dive,parse,,,
200,swing,parse,,,
201,blow,parse,,,
202,pray,parse,,,
203,embrace,parse,,,
204,think,parse,,,
205,hear,parse,,,
206,taste,parse,,,
207,attach,parse,,,
208,burn,parse,,,
209,fill,parse,,,
210,dig,parse,,,
211,carry,parse,,,
212,get,parse,,,
213,remove,parse,,,
214,don,parse,,,
215,discard,parse,,,
216,eat,parse,,,
217,is,acorncourtz5,,,
218,aim,noun,,,
219,noscript,synonyms,,,
220,carry,inventory,,,
221,put,multiexcept,,,
222,put,multiexcept,,,
223,put,multiheld,,,
224,discard,multiexcept,,,
225,give,offer,,,
226,go,synonyms,,,
227,leave,noun,,,
228,consult,noun,,,
229,uncover,undo,,,
230,describe,examine,,,
231,read,noun,,,
232,read,topic,,,
233,adjust,noun,,,
234,adjust,noun,,,
235,turn,twist,,,
236,rotate,noun,,,
237,rotate,noun,,,
238,rotate,noun,,,
239,break,crack,,,
240,hit,kill,,,
241,wait,synonyms,,,
242,say,shout,,,
243,tell,creature,,,
244,ask,creature,,,
245,ask,creature,,,
246,hear,synonyms,,,
247,hear,noun,,,
248,feel,synonyms,,,
249,burn,synonyms,,,
250,burn,noun,,,
251,burn,noun,,,
252,cut,prune,slice,,
253,fix,noun,,,
254,carry,inventory,,,
255,put,multiheld,,,
256,discard,multiheld,,,
257,put,multiexcept,,,
258,discard,multiexcept,,,
259,put,multiexcept,,,
260,insert,multiexcept,,,
261,discard,multiexcept,,,
262,leave,noun,,,
263,check,noun,,,
264,rotate,noun,,,
265,switch,noun,,,
266,rotate,noun,,,
267,switch,noun,,,
268,burn,noun,,,
269,burn,noun,,,
270,hear,noun,,,
271,attach,noun,,,
272,bother,topic,,,
273,adjust,noun,,,
274,rotate,noun,,,
275,tell,creature,,,
276,ask,creature,,,
277,consult,noun,,,
278,consult,noun,,,
279,read,topic,,,
280,ask,creature,,,
281,aim,noun,east,,
282,aim,noun,west,,
283,is,adv550z8,,,
284,is,adv551z8,,,
285,is,adventz8,,,
286,is,adventz8,,,
287,is,adventz8,,,
288,carry,catch,,,
289,keep,pickup,steal,,
290,pick,multi,,,
291,put,multiheld,,,
292,dump,free,release,,
293,discard,multiexcept,,,
294,proceed,run,,,
295,explore,parse,,,
296,explore,parse,,,
297,explore,parse,,,
298,enter,parse,,,
299,enter,parse,,,
300,leave,synonyms,,,
301,describe,examine,,,
302,turn,parse,,,
303,turn,noun,,,
304,turn,noun,,,
305,turn,noun,,,
306,turn,noun,,,
307,break,crack,,,
308,hit,kill,,,
309,extinguis,synonyms,,,
310,extinguis,noun,,,
311,take,inventory,,,
312,throw,parse,,,
313,throw,parse,,,
314,dig,parse,,,
315,dig,parse,,,
316,excavate,parse,,,
317,excavate,parse,,,
318,lost,parse,,,
319,lost,parse,,,
320,explore,parse,,,
321,enter,parse,,,
322,turn,parse,,,
323,lift,parse,,,
324,noverb,parse,,,
325,noverb,parse,,,
326,throw,parse,,,
327,throw,parse,,,
328,dig,parse,,,
329,dig,parse,,,
330,excavate,parse,,,
331,excavate,parse,,,
332,lost,parse,,,
333,lost,parse,,,
334,left,parse,,,
335,uncover,noun,,,
336,take,inventory,,,
337,put,multiheld,,,
338,discard,multiheld,,,
339,check,noun,,,
340,switch,noun,,,
341,switch,noun,,,
342,enter,parse,,,
343,noverb,parse,,,
344,noverb,parse,,,
345,noscript,synonyms,,,
346,get,hold,,,
347,carry,inventory,,,
348,remove,MULTI,,,
349,put,MULTIEXCEPT,,,
350,put,MULTIEXCEPT,,,
351,put,MULTIEXCEPT,,,
352,put,MULTIEXCEPT,,,
353,give,offer,,,
354,0a,feed,,,
355,go,synonyms,,,
356,leave,run,,,
357,uncover,undo,,,
358,describe,examine,,,
359,turn,twist,,,
360,break,crack,,,
361,hit,kill,,,
362,wait,synonyms,,,
363,say,shout,,,
364,tell,CREATURE,,,
365,ask,CREATURE,,,
366,ask,CREATURE,,,
367,hear,synonyms,,,
368,feel,synonyms,,,
369,burn,synonyms,,,
370,cut,prune,slice,,
371,remove,MULTI,,,
372,ask,CREATURE,,,
373,ask,CREATURE,,,
374,tell,CREATURE,,,
375,carry,inventory,,,
376,parsing,routines,,,
377,tell,CREATURE,,,
378,ask,CREATURE,,,
379,is,adverbumz5,,,
380,noscript,synonyms,,,
381,carry,inventory,,,
382,pick,multi,,,
383,put,multiexcept,,,
384,put,multiexcept,,,
385,discard,multiexcept,,,
386,give,synonyms,,,
387,give,creature,,,
388,leave,noun,,,
389,consult,noun,,,
390,uncover,undo,,,
391,emerge,escape,,,
392,adjust,noun,,,
393,adjust,noun,,,
394,turn,twist,,,
395,rotate,noun,,,
396,rotate,noun,,,
397,hit,kill,,,
398,punch,smash,,,
399,wait,synonyms,,,
400,say,shout,,,
401,tell,creature,,,
402,ask,creature,,,
403,ask,creature,,,
404,hear,synonyms,,,
405,hear,noun,,,
406,feel,synonyms,,,
407,burn,synonyms,,,
408,burn,noun,,,
409,burn,noun,,,
410,cut,prune,slice,,
411,follow,topic,,,
412,pick,multi,,,
413,go,synonyms,,,
414,read,noun,,,
415,read,topic,,,
416,examine,eye,,,
417,describe,noun,,,
418,describe,environme,,,
419,describe,eatery,,,
420,describe,ebony,,,
421,carry,inventory,,,
422,carry,multi,,,
423,put,multiheld,,,
424,discard,multiheld,,,
425,put,multiexcept,,,
426,discard,multiexcept,,,
427,put,multiexcept,,,
428,insert,multiexcept,,,
429,discard,multiexcept,,,
430,give,creature,,,
431,leave,noun,,,
432,check,environme,,,
433,describe,environme,,,
434,check,noun,,,
435,read,noun,,,
436,describe,noun,,,
437,rotate,noun,,,
438,switch,noun,,,
439,rotate,noun,,,
440,switch,noun,,,
441,burn,noun,,,
442,burn,noun,,,
443,hear,noun,,,
444,attach,noun,,,
445,bother,topic,,,
446,adjust,noun,,,
447,tell,creature,,,
448,ask,creature,,,
449,consult,noun,,,
450,consult,noun,,,
451,read,topic,,,
452,ask,creature,,,
453,follow,topic,,,
454,feed,creature,,,
455,look,look,,,
456,describe,eatery,,,
457,describe,ebony,,,
458,noscript,synonyms,,,
459,carry,inventory,,,
460,pick,multi,,,
461,remove,ATTRIBUTE26,,,
462,put,synonyms,,,
463,put,noun,,,
464,put,noun,,,
465,give,offer,,,
466,go,synonyms,,,
467,describe,synonyms,,,
468,read,noun,,,
469,read,topic,,,
470,adjust,noun,,,
471,adjust,noun,,,
472,drag,noun,,,
473,rotate,turn,,,
474,destroy,fight,,,
475,kill,murder,,,
476,wait,synonyms,,,
477,tell,scope,,,
478,tell,scope,,,
479,ask,creature,,,
480,think,scope,,,
481,hear,synonyms,,,
482,hear,noun,,,
483,feel,synonyms,,,
484,burn,synonyms,,,
485,burn,topic,,,
486,cut,prune,slice,,
487,take,noun,,,
488,take,inventory,,,
489,throw,noun,,,
490,throw,noun,,,
491,throw,noun,,,
492,hold,topic,,,
493,break,noun,,,
494,forget,topic,,,
495,come,scope,,,
496,come,scope,,,
497,make,love,,,
498,do,rape,,,
499,find,noun,,,
500,find,topic,,,
501,fantasize,imagine,,,
502,introduce,noun,,,
503,introduce,noun,,,
504,carry,inventory,,,
505,noverb,inventory,,,
506,take,inventory,,,
507,take,noun,,,
508,put,noun,,,
509,discard,noun,,,
510,put,noun,,,
511,insert,multiexcept,,,
512,discard,noun,,,
513,feed,creature,,,
514,climb,ATTRIBUTE20,,,
515,leave,noun,,,
516,describe,noun,,,
517,read,noun,,,
518,flip,noun,,,
519,switch,noun,,,
520,flip,noun,,,
521,switch,noun,,,
522,remove,ATTRIBUTE26,,,
523,eat,noun,,,
524,screw,ATTRIBUTE0,,,
525,make,love,,,
526,hear,noun,,,
527,attach,noun,,,
528,bother,topic,,,
529,adjust,noun,,,
530,throw,noun,,,
531,break,noun,,,
532,tell,creature,,,
533,tell,creature,,,
534,tell,scope,,,
535,tell,scope,,,
536,creature,REVERSE,,,
537,ask,creature,,,
538,ask,creature,,,
539,read,topic,,,
540,ask,creature,,,
541,introduce,noun,,,
542,think,scope,,,
543,recall,scope,,,
544,ask,creature,,,
545,ask,creature,,,
546,invite,creature,,,
547,come,scope,,,
548,consult,topic,,,
549,unlock,topic,,,
550,taste,topic,,,
551,burn,topic,,,
552,hold,topic,,,
553,help,topic,,,
554,wolf,whistle,,,
555,follow,noun,scope,,
556,follow,noun,,,
557,come,scope,,,
558,throw,noun,,,
559,flip,noun,,,
560,find,topic,,,
561,noscript,synonyms,,,
562,gonear,noun,,,
563,carry,inventory,,,
564,pick,multi,,,
565,put,multiexcept,,,
566,put,multiexcept,,,
567,put,multiheld,,,
568,discard,multiexcept,,,
569,give,offer,,,
570,go,synonyms,,,
571,leave,noun,,,
572,consult,noun,,,
573,uncover,undo,,,
574,describe,examine,,,
575,check,noun,,,
576,read,noun,,,
577,read,topic,,,
578,adjust,noun,,,
579,adjust,noun,,,
580,drag,noun,,,
581,turn,twist,,,
582,rotate,noun,,,
583,rotate,noun,,,
584,rotate,noun,,,
585,break,crack,,,
586,hit,kill,,,
587,wait,synonyms,,,
588,say,shout,,,
589,tell,creature,,,
590,ask,creature,,,
591,ask,creature,,,
592,hear,synonyms,,,
593,hear,noun,,,
594,feel,synonyms,,,
595,burn,synonyms,,,
596,burn,noun,,,
597,burn,noun,,,
598,cut,prune,slice,,
599,carry,inventory,,,
600,carry,multi,,,
601,put,multiheld,,,
602,discard,multiheld,,,
603,put,multiexcept,,,
604,discard,multiexcept,,,
605,put,multiexcept,,,
606,insert,multiexcept,,,
607,discard,multiexcept,,,
608,leave,noun,,,
609,check,noun,,,
610,rotate,noun,,,
611,switch,noun,,,
612,rotate,noun,,,
613,switch,noun,,,
614,burn,noun,,,
615,burn,noun,,,
616,hear,noun,,,
617,attach,noun,,,
618,bother,topic,,,
619,adjust,noun,,,
620,tell,creature,,,
621,ask,creature,,,
622,consult,noun,,,
623,consult,noun,,,
624,read,topic,,,
625,ask,creature,,,
626,check,noun,,,
627,noscript,synonyms,,,
628,grab,hold,,,
629,carry,inventory,,,
630,carry,noun,,,
631,pick,multi,,,
632,put,multiexcept,,,
633,put,multiexcept,,,
634,put,multiheld,,,
635,discard,multiexcept,,,
636,go,synonyms,,,
637,run,travel,,,
638,leave,noun,,,
639,consult,noun,,,
640,uncover,undo,,,
641,enter,ride,,,
642,describe,examine,,,
643,read,noun,,,
644,read,topic,,,
645,adjust,noun,,,
646,adjust,noun,,,
647,knock,move,,,
648,turn,twist,,,
649,rotate,noun,,,
650,rotate,noun,,,
651,rotate,noun,,,
652,switch,noun,,,
653,hit,kill,,,
654,wait,synonyms,,,
655,cry,topic,,,
656,hear,synonyms,,,
657,hear,noun,,,
658,feel,synonyms,,,
659,make,tie,,,
660,burn,synonyms,,,
661,burn,noun,,,
662,burn,noun,,,
663,prune,rip,slice,,
664,ask,synonyms,,,
665,ask,topic,,,
666,shout,topic,,,
667,commands,credits,,,
668,hint,hints,,,
669,verb,verbs,,,
670,carry,inventory,,,
671,carry,multi,,,
672,put,multiheld,,,
673,discard,multiheld,,,
674,put,multiexcept,,,
675,discard,multiexcept,,,
676,put,multiexcept,,,
677,insert,multiexcept,,,
678,discard,multiexcept,,,
679,leave,noun,,,
680,check,noun,,,
681,unlock,ATTRIBUTE9,,,
682,lock,ATTRIBUTE9,,,
683,rotate,noun,,,
684,switch,noun,,,
685,rotate,noun,,,
686,switch,noun,,,
687,carry,noun,,,
688,bite,noun,,,
689,burn,noun,,,
690,burn,noun,,,
691,hear,noun,,,
692,using,noun,,,
693,attach,noun,,,
694,fill,noun,,,
695,bother,topic,,,
696,kick,noun,,,
697,kick,noun,,,
698,blow,noun,,,
699,blow,noun,,,
700,adjust,noun,,,
701,rotate,noun,,,
702,shout,topic,,,
703,consult,noun,,,
704,consult,noun,,,
705,read,topic,,,
706,unlock,noun,,,
707,beg,creature,,,
708,ask,topic,,,
709,carry,inventory,,,
710,pick,multi,,,
711,put,multiexcept,,,
712,put,multiexcept,,,
713,discard,multiexcept,,,
714,give,offer,,,
715,go,synonyms,,,
716,describe,examine,,,
717,read,noun,,,
718,read,topic,,,
719,adjust,noun,,,
720,drag,noun,,,
721,turn,twist,,,
722,rotate,noun,,,
723,rotate,noun,,,
724,hit,kill,,,
725,punch,smash,,,
726,wait,synonyms,,,
727,say,shout,,,
728,creature,REVERSE,,,
729,tell,creature,,,
730,ask,creature,,,
731,ask,creature,,,
732,hear,noun,,,
733,feel,synonyms,,,
734,attach,noun,,,
735,burn,synonyms,,,
736,cut,prune,slice,,
737,creature,REVERSE,,,
738,ask,creature,,,
739,consult,noun,,,
740,read,topic,,,
741,put,multiheld,,,
742,discard,multiheld,,,
743,check,noun,,,
744,put,multiexcept,,,
745,insert,multiexcept,,,
746,discard,multiexcept,,,
747,carry,inventory,,,
748,rotate,noun,,,
749,put,multiexcept,,,
750,discard,multiexcept,,,
751,adjust,noun,,,
752,rotate,noun,,,
753,switch,noun,,,
754,rotate,noun,,,
755,switch,noun,,,
756,carry,multi,,,
757,tell,creature,,,
758,attach,noun,,,
759,ask,creature,,,
760,attach,noun,,,
761,noscript,synonyms,,,
762,carry,inventory,,,
763,pick,multi,,,
764,put,multiexcept,,,
765,put,multiexcept,,,
766,put,multiheld,,,
767,discard,multiexcept,,,
768,give,offer,,,
769,go,synonyms,,,
770,leave,noun,,,
771,consult,noun,,,
772,uncover,undo,,,
773,describe,examine,,,
774,read,noun,,,
775,read,topic,,,
776,adjust,noun,,,
777,adjust,noun,,,
778,turn,twist,,,
779,rotate,noun,,,
780,rotate,noun,,,
781,break,crack,,,
782,hit,kick,,,
783,punch,smash,,,
784,wait,synonyms,,,
785,say,shout,,,
786,tell,creature,,,
787,ask,creature,,,
788,ask,creature,,,
789,hear,synonyms,,,
790,hear,noun,,,
791,feel,synonyms,,,
792,burn,synonyms,,,
793,burn,noun,,,
794,burn,noun,,,
795,cut,prune,slice,,
796,carry,inventory,,,
797,carry,multi,,,
798,put,multiheld,,,
799,discard,multiheld,,,
800,put,multiexcept,,,
801,discard,multiexcept,,,
802,put,multiexcept,,,
803,insert,multiexcept,,,
804,discard,multiexcept,,,
805,leave,noun,,,
806,check,noun,,,
807,rotate,noun,,,
808,switch,noun,,,
809,rotate,noun,,,
810,switch,noun,,,
811,burn,noun,,,
812,burn,noun,,,
813,hear,noun,,,
814,attach,noun,,,
815,bother,topic,,,
816,adjust,noun,,,
817,rotate,noun,,,
818,tell,creature,,,
819,ask,creature,,,
820,consult,noun,,,
821,consult,noun,,,
822,read,topic,,,
823,ask,creature,,,
824,carry,inventory,,,
825,carry,noun,,,
826,put,multiexcept,,,
827,put,multiexcept,,,
828,discard,multiexcept,,,
829,give,offer,,,
830,go,synonyms,,,
831,describe,examine,,,
832,read,noun,,,
833,read,topic,,,
834,adjust,noun,,,
835,drag,noun,,,
836,turn,twist,,,
837,rotate,noun,,,
838,break,crack,,,
839,hit,kill,,,
840,wait,synonyms,,,
841,say,shout,,,
842,creature,REVERSE,,,
843,tell,creature,,,
844,ask,creature,,,
845,ask,creature,,,
846,ask,creature,,,
847,ask,creature,,,
848,hear,noun,,,
849,feel,synonyms,,,
850,burn,synonyms,,,
851,cut,prune,slice,,
852,brew,tea,,,
853,brew,almeri,tea,,
854,brew,almeri,leaf,,
855,fill,noun,,,
856,creature,REVERSE,,,
857,ask,creature,,,
858,consult,noun,,,
859,read,topic,,,
860,carry,noun,,,
861,put,multiheld,,,
862,discard,multiheld,,,
863,check,noun,,,
864,put,multiexcept,,,
865,insert,multiexcept,,,
866,discard,multiexcept,,,
867,carry,inventory,,,
868,rotate,noun,,,
869,put,multiexcept,,,
870,discard,multiexcept,,,
871,adjust,noun,,,
872,rotate,noun,,,
873,switch,noun,,,
874,switch,noun,,,
875,rotate,noun,,,
876,switch,noun,,,
877,carry,multi,,,
878,tell,creature,,,
879,ask,creature,,,
880,brew,tea,,,
881,brew,almeri,tea,,
882,brew,almeri,leaf,,
883,ask,creature,,,
884,ask,creature,,,
885,invite,creature,,,
886,is,amishz5,,,
887,noscript,synonyms,,,
888,carry,inventory,,,
889,pick,multi,,,
890,put,multiexcept,,,
891,put,multiexcept,,,
892,put,multiheld,,,
893,discard,multiexcept,,,
894,give,offer,,,
895,go,synonyms,,,
896,leave,noun,,,
897,consult,noun,,,
898,uncover,undo,,,
899,describe,examine,,,
900,read,noun,,,
901,read,topic,,,
902,adjust,noun,,,
903,adjust,noun,,,
904,turn,twist,,,
905,rotate,noun,,,
906,rotate,noun,,,
907,rotate,noun,,,
908,switch,noun,,,
909,break,crack,,,
910,hit,kill,,,
911,wait,synonyms,,,
912,say,shout,,,
913,tell,creature,,,
914,ask,creature,,,
915,ask,creature,,,
916,hear,synonyms,,,
917,hear,noun,,,
918,feel,synonyms,,,
919,burn,synonyms,,,
920,burn,noun,,,
921,burn,noun,,,
922,cut,prune,slice,,
923,carry,inventory,,,
924,carry,multi,,,
925,put,multiheld,,,
926,discard,multiheld,,,
927,put,multiexcept,,,
928,discard,multiexcept,,,
929,put,multiexcept,,,
930,insert,multiexcept,,,
931,discard,multiexcept,,,
932,leave,noun,,,
933,check,noun,,,
934,rotate,noun,,,
935,switch,noun,,,
936,rotate,noun,,,
937,switch,noun,,,
938,burn,noun,,,
939,burn,noun,,,
940,hear,noun,,,
941,attach,noun,,,
942,bother,topic,,,
943,adjust,noun,,,
944,rotate,noun,,,
945,ask,creature,,,
946,consult,noun,,,
947,consult,noun,,,
948,read,topic,,,
949,ask,creature,,,
950,noscript,synonyms,,,
951,gonear,noun,,,
952,carry,inventory,,,
953,pick,multi,,,
954,put,multiexcept,,,
955,put,multiexcept,,,
956,discard,multiexcept,,,
957,give,offer,,,
958,go,synonyms,,,
959,leave,noun,,,
960,consult,noun,,,
961,uncover,undo,,,
962,describe,examine,,,
963,read,noun,,,
964,read,topic,,,
965,adjust,noun,,,
966,adjust,noun,,,
967,drag,noun,,,
968,turn,twist,,,
969,rotate,noun,,,
970,rotate,noun,,,
971,break,crack,,,
972,hit,kill,,,
973,wait,synonyms,,,
974,say,shout,,,
975,tell,creature,,,
976,ask,creature,,,
977,ask,creature,,,
978,hear,synonyms,,,
979,hear,noun,,,
980,feel,synonyms,,,
981,burn,synonyms,,,
982,burn,noun,,,
983,burn,noun,,,
984,cut,prune,slice,,
985,give,parse,,,
986,move,parse,,,
987,carry,inventory,,,
988,carry,multi,,,
989,put,multiheld,,,
990,discard,multiheld,,,
991,put,multiexcept,,,
992,discard,multiexcept,,,
993,put,multiexcept,,,
994,insert,multiexcept,,,
995,discard,multiexcept,,,
996,leave,noun,,,
997,check,noun,,,
998,rotate,noun,,,
999,switch,noun,,,
1000,rotate,noun,,,
1001,switch,noun,,,
1002,burn,noun,,,
1003,burn,noun,,,
1004,hear,noun,,,
1005,attach,noun,,,
1006,fill,noun,,,
1007,bother,topic,,,
1008,adjust,noun,,,
1009,rotate,noun,,,
1010,tell,creature,,,
1011,ask,creature,,,
1012,consult,noun,,,
1013,consult,noun,,,
1014,read,topic,,,
1015,ask,creature,,,
1016,give,parse,,,
1017,move,parse,,,
1018,noscript,synonyms,,,
1019,take,noun,,,
1020,take,finger,,,
1021,take,finger,,,
1022,take,multiheld,,,
1023,take,inventory,,,
1024,hold,hook,,,
1025,carry,noun,,,
1026,pick,lock,,,
1027,pick,noun,,,
1028,remove,finger,,,
1029,remove,multiheld,,,
1030,lay,synonyms,,,
1031,put,stick,,,
1032,lay,noun,,,
1033,lay,multiheld,,,
1034,lay,multiexcept,,,
1035,lay,multiexcept,,,
1036,lay,multiheld,,,
1037,lay,noun,,,
1038,lay,noun,,,
1039,give,hand,,,
1040,go,run,,,
1041,leave,noun,,,
1042,consult,noun,,,
1043,examine,inspect,,,
1044,read,noun,,,
1045,set,noun,,,
1046,set,multiexcept,,,
1047,adjust,noun,,,
1048,adjust,noun,,,
1049,drag,noun,,,
1050,drag,noun,,,
1051,roll,shift,,,
1052,screw,spin,,,
1053,rotate,noun,,,
1054,rotate,noun,,,
1055,rotate,noun,,,
1056,rotate,noun,,,
1057,flip,noun,,,
1058,latch,noun,,,
1059,hit,kick,,,
1060,wait,synonyms,,,
1061,speak,ialdabaol,,,
1062,speak,topic,,,
1063,tell,creature,,,
1064,ask,creature,,,
1065,ask,creature,,,
1066,chew,devour,,,
1067,blow,noun,,,
1068,remember,synonyms,,,
1069,remember,topic,,,
1070,hear,synonyms,,,
1071,hear,noun,,,
1072,feel,synonyms,,,
1073,feel,creature,,,
1074,shine,smear,,,
1075,attach,fasten,fix,,
1076,burn,synonyms,,,
1077,burn,noun,,,
1078,burn,noun,,,
1079,prune,rip,slice,,
1080,find,topic,,,
1081,find,topic,,,
1082,call,number,,,
1083,call,topic,,,
1084,play,noun,,,
1085,dump,noun,,,
1086,dump,noun,,,
1087,knock,synonyms,,,
1088,extinguis,synonyms,,,
1089,extinguis,noun,,,
1090,hide,multiexcept,,,
1091,lay,multiheld,,,
1092,set,noun,,,
1093,lay,multiexcept,,,
1094,insert,multiexcept,,,
1095,hide,multiexcept,,,
1096,speak,topic,,,
1097,consult,noun,,,
1098,consult,noun,,,
1099,find,topic,,,
1100,pick,noun,,,
1101,take,inventory,,,
1102,lay,multiexcept,,,
1103,set,multiexcept,,,
1104,leave,noun,,,
1105,unlock,noun,,,
1106,latch,noun,,,
1107,rotate,noun,,,
1108,flip,noun,,,
1109,flip,noun,,,
1110,rotate,noun,,,
1111,flip,noun,,,
1112,take,multiheld,,,
1113,remove,multiheld,,,
1114,lay,multiheld,,,
1115,set,fire,,,
1116,blow,noun,,,
1117,burn,noun,,,
1118,burn,noun,,,
1119,feel,creature,,,
1120,remember,topic,,,
1121,hear,noun,,,
1122,bother,topic,,,
1123,swing,noun,,,
1124,set,noun,,,
1125,adjust,noun,,,
1126,set,noun,,,
1127,adjust,noun,,,
1128,rotate,noun,,,
1129,wave,noun,,,
1130,rotate,noun,,,
1131,ask,creature,,,
1132,tell,creature,,,
1133,speak,ialdabaol,,,
1134,ask,creature,,,
1135,dump,noun,,,
1136,dump,noun,,,
1137,call,number,,,
1138,call,topic,,,
1139,drag,noun,,,
1140,lay,finger,,,
1141,take,noun,,,
1142,carry,noun,,,
1143,take,finger,,,
1144,take,finger,,,
1145,remove,finger,,,
1146,play,noun,,,
1147,carry,parse,,,
1148,carry,parse,,,
1149,carry,inventory,,,
1150,carry,nap,,,
1151,carry,noun,,,
1152,pick,multi,,,
1153,put,multiheld,,,
1154,put,multiexcept,,,
1155,put,multiexcept,,,
1156,discard,multiexcept,,,
1157,give,offer,,,
1158,go,synonyms,,,
1159,go,swimming,,,
1160,describe,examine,,,
1161,check,parse,,,
1162,check,parse,,,
1163,read,noun,,,
1164,read,topic,,,
1165,adjust,noun,,,
1166,drag,noun,,,
1167,drag,noun,noun,,
1168,drag,noun,noun,,
1169,drag,noun,,,
1170,turn,twist,,,
1171,rotate,noun,,,
1172,rotate,noun,,,
1173,rotate,noun,,,
1174,break,crack,,,
1175,hit,kill,,,
1176,wait,synonyms,,,
1177,creature,REVERSE,,,
1178,tell,creature,,,
1179,tell,creature,,,
1180,tell,creature,,,
1181,tell,creature,,,
1182,ask,creature,,,
1183,ask,creature,,,
1184,ask,creature,,,
1185,hear,noun,,,
1186,feel,synonyms,,,
1187,burn,synonyms,,,
